	prefix	input_text	target_text
824	824	gió đông chiều	1406
825	825	mây chiều	1310
826	826	gió quê bóng chiều	758
827	827	vạt gió nắng chiều	2408
828	828	xuân áo chân	485
829	829	vạt hoa bờ	1294
830	830	tóc chùa mùa tre	638
831	831	cánh sông trăng hoàng_hôn	1584
832	832	phượng hồn	318
833	833	lá vai	45
834	834	mây cánh	1083
835	835	bóng mùa lá	1173
836	836	lúa quê_hương dòng	731
837	837	vai tóc	1036
838	838	hương cau	978
839	839	lưng đêm mưa tiếng	1041
840	840	biển đường	2445
841	841	đêm sóng	95
842	842	hồng hương hoa núi đời	293
843	843	cánh chim	2284
844	844	đêm màu	566
845	845	mái vầng quê_hương hồn	679
846	846	cánh sông thơ diều chiều	1722
847	847	hoa tre	2192
848	848	cánh mây sông sóng phố	2569
849	849	núi chim trăng	1904
850	850	gió biển mưa	1440
851	851	gió dáng trăng mắt	768
852	852	lúa hương vàng	1212
853	853	sắc hoa thơ	502
854	854	hè chim tiếng	1596
855	855	hồng hạt sương chim tiếng	511
856	856	hương hoa	696
857	857	quê xuân	2143
858	858	đê cõi đời duyên quê làng hồn	196
859	859	gió môi vàng	1955
860	860	hương hạt gió xuân sương	846
861	861	hương trăng sóng	315
862	862	mái lá	2481
863	863	thuyền vườn sông đời dòng	1821
864	864	cánh trăng đêm đường	2006
865	865	xuân thơ	1155
866	866	bóng lá	1507
867	867	thơ chiều vàng lá nắng	1401
868	868	gió núi mây mưa vầng	888
869	869	đêm mưa nắng	1864
870	870	hoa vườn trăng vầng	1940
871	871	hương cau mưa nắng	1503
872	872	trăng vàng	434
873	873	lúa cánh đường làng vàng	426
874	874	hồng thuyền đời	1109
875	875	trăng quê vàng	2499
876	876	dáng bờ trăng vai	2285
877	877	đường bóng chiều	1828
878	878	sân quê miền	363
879	879	hoa cánh đêm	326
880	880	cánh sông trăng hoàng_hôn vầng	1584
881	881	mây núi đêm nắng	2471
882	882	cánh gió trăng đêm diều	1094
883	883	dáng vương	2334
884	884	cánh gió biển quê_hương	2463
885	885	hoa cánh màu mưa nắng	2440
886	886	sông hoàng_hôn quê bóng chiều vàng	1747
887	887	tóc sân	317
888	888	tiếng vườn áo	2498
889	889	hoa cau	1858
890	890	bóng chiều	1932
891	891	lưng xuân hoàng_hôn bóng	1199
892	892	hoa nắng	1291
893	893	xuân mùa tiếng	2546
894	894	núi trăng	2167
895	895	bến mùa	314
896	896	rừng làng nắng lá	2492
897	897	môi nắng	49
898	898	chân thơ sóng quê_hương	1408
899	899	mây trăng	2393
900	900	gió cõi thuyền sông lá	2588
901	901	mây trăng	837
902	902	hương hoa chiều đất_trời	2004
903	903	lúa mắt	2066
904	904	vườn trăng thơ	2283
905	905	rừng đường	419
906	906	bến đò chiều miền	1820
907	907	áo bến chiều	369
908	908	tiếng bờ cõi hồn	48
909	909	lúa gió sông cò quê mùa dòng	1895
910	910	cát bờ biển	1905
911	911	quê làng phố	258
912	912	bóng đông	2209
913	913	mái sóng	2253
914	914	lối núi chim trăng mưa chiều tiếng	1379
915	915	hoa tre	2192
916	916	hồn trăng	2451
917	917	gió xuân sông quê mưa	199
918	918	áo quê_hương	238
919	919	chân thơ quê_hương	1408
920	920	lúa áo sương vai lá miền	1074
921	921	mây bờ	2473
922	922	quê lá chiều	1147
923	923	sông bờ trăng bến	1421
924	924	bến mùa chiều	298
925	925	tóc sương sông	886
926	926	cánh sông chiều tiếng dòng	81
927	927	quê mưa nắng	184
928	928	hương đê đường	71
929	929	sông bến vàng nắng	910
930	930	cõi trăng đêm	572
931	931	đò chiều sóng	1632
932	932	ruộng nắng	99
933	933	lúa hồng mây sông vàng dòng	936
934	934	hoa gió mây nắng	2210
935	935	xuân sân chùa bóng	850
936	936	xuân màu cỏ	779
937	937	hoa đêm	1268
938	938	mưa cát	1092
939	939	gió mây nắng	1347
940	940	cánh chiều	473
941	941	thuyền mây thơ vai nắng	1664
942	942	núi chân bóng	1396
943	943	rừng lưng chân	1934
944	944	gió vườn đất_trời	1416
945	945	mái sông ruộng	782
946	946	gió cánh chiều	2241
947	947	hoa gió sắc thuyền sóng vàng lá	616
948	948	hạt chân quê mưa	715
949	949	cánh sông diều chiều	1138
950	950	dáng mùa lá	2141
951	951	đê núi chân bóng trưa nắng	597
952	952	gió sương cò	2158
953	953	đời quê	1306
954	954	thềm hoa xuân đường nắng	1667
955	955	mùa dòng	1024
956	956	cánh mắt	431
957	957	gió trăng	1342
958	958	gió bờ sóng	2422
959	959	tiếng lối rừng	828
960	960	mây đời trăng quê vầng sóng	628
961	961	gió lưng quê sóng dòng	605
962	962	mái sương đêm mùa	376
963	963	thuyền sông	510
964	964	lúa bờ tre	79
965	965	gió vườn chim chiều	2586
966	966	chiều nắng	1050
967	967	lối đường mùa mưa	951
968	968	hoa xuân nắng	505
969	969	gió sương chim	1509
970	970	cánh chiều tiếng	2587
971	971	màu chiều	2021
972	972	hoa đêm	1992
973	973	lối lá dòng	2211
974	974	vạt cánh xuân chiều biển bóng diều sóng nắng	1660
975	975	bóng duyên	1040
976	976	hoa màu biển nắng	2110
977	977	cánh ruộng diều trầu mắt	379
978	978	lúa hương cánh hoàng_hôn quê bóng chiều	264
979	979	dáng mây tiếng	2086
980	980	mưa thơ	1553
981	981	lối dòng	706
982	982	bến mùa chiều	314
983	983	cánh thuyền bến cò quê chiều	1888
984	984	áo sương	1375
985	985	chân quê làng	1631
986	986	chân trăng	1370
987	987	hương hạt xuân sương	846
988	988	hoa tóc mây sông bến chiều nắng	2364
989	989	cau trầu	1558
990	990	cánh lối chân bến đò mưa mắt	852
991	991	mái sương đời đêm	376
992	992	vàng nắng	1725
993	993	mây đời sóng	2447
994	994	hoa đời	1516
995	995	thềm gió bờ tiếng	612
996	996	vầng trăng	1931
997	997	lúa sương bờ tre	79
998	998	vườn làng	2318
999	999	lúa hương bờ chim nắng tiếng	1439
1000	1000	lưng xuân hoàng_hôn bóng mắt	1199
1001	1001	lúa hương hạt trăng làng nắng mắt	1801
1002	1002	gió chiều	2118
1003	1003	chim mùa vàng lá	1681
1004	1004	chân thơ sóng quê_hương	1408
1005	1005	vạt áo hè vườn đông chiều vai nắng	956
1006	1006	thềm sắc xuân	868
1007	1007	hồng đường	756
1008	1008	hè duyên	829
1009	1009	bến mùa chiều	298
1010	1010	hoa gió mây diều mùa	1531
1011	1011	tiếng bóng	2191
1012	1012	hoa đường làng nắng	1926
1013	1013	thuyền sông bến mưa chiều sóng	2038
1014	1014	thềm gió sông đêm mưa	2343
1015	1015	hương hạt sông đường	949
1016	1016	màu đất_trời	803
1017	1017	môi mưa hồn	1105
1018	1018	bóng lá	515
1019	1019	gió sương	1949
1020	1020	hoa mái xuân hè mùa	817
1021	1021	chân đường làng phố	506
1022	1022	thềm núi bờ trăng duyên môi phố	1297
1023	1023	hồng mây sông vàng dòng	936
1024	1024	cau sân trầu	1558
1025	1025	lối núi mùa mưa	2409
1026	1026	bờ môi vai nắng	2460
1027	1027	hồng hương gió miền	1290
1028	1028	hạt hồn	1935
1029	1029	bóng chiều	1079
1030	1030	quê_hương xuân	1219
1031	1031	sương trăng bóng	826
1032	1032	hoa lá	2557
1033	1033	sông bờ	255
1034	1034	hương biển sóng	2386
1035	1035	sương nắng	2494
1036	1036	rừng hồn	344
1037	1037	lúa thuyền bến biển diều	1151
1038	1038	núi chân quê bóng trưa nắng	597
1039	1039	hồn chiều	1073
1040	1040	chùa mùa làng	1171
1041	1041	xuân sương	1270
1042	1042	thềm cỏ trăng	2094
1043	1043	đêm đất_trời	2488
1044	1044	xuân thơ dòng nắng	2098
1045	1045	quê diều lá	1885
1046	1046	hoàng_hôn hồn	393
1047	1047	diều bờ	2490
1048	1048	vạt hoa bờ sóng	1294
1049	1049	cánh áo phượng tiếng	2001
1050	1050	đời đường vai	1942
1051	1051	hồng hoa vườn chim mưa nắng	427
1052	1052	lúa đường làng nắng	699
1053	1053	lối núi tiếng chim trăng mưa chiều vầng	1379
1054	1054	vàng sông trăng đêm	848
1055	1055	bóng chiều	2230
1056	1056	mây tiếng	574
1057	1057	thềm sắc xuân chim	868
1058	1058	gió bến mưa chiều	877
1059	1059	đò chiều	94
1060	1060	áo ruộng mùa nắng	2501
1061	1061	hè tiếng quê_hương trưa	1060
1062	1062	cánh hoa	2263
1063	1063	đường tiếng	1860
1064	1064	hương đêm	1007
1065	1065	hương đê cát lối sông	999
1066	1066	hương chùa	2327
1067	1067	hồng gió thơ	532
1068	1068	đời đất_trời	291
1069	1069	bờ sông bóng tre	1599
1070	1070	hoa màu	1757
1071	1071	hè cánh nắng	737
1072	1072	mưa tiếng quê_hương	964
1073	1073	hạt hồn	1935
1074	1074	cỏ sương sông	328
1075	1075	cau sân quê mùa mưa vàng trưa	991
1076	1076	hoa trăng bóng vàng hồn	400
1077	1077	lúa bờ chim nắng tiếng	1439
1078	1078	sương dáng trăng	449
1079	1079	xuân đời sóng	1682
1080	1080	mái cau vườn chiều	1514
1081	1081	sân mùa	484
1082	1082	làng nắng	509
1083	1083	mưa chiều	56
1084	1084	núi mây mắt	2475
1085	1085	hoa xuân phượng mùa	126
1086	1086	cánh màu sương đêm	977
1087	1087	hương gió môi chiều	1405
1088	1088	lưng áo mưa lá nắng	3
1089	1089	vườn chân xuân	2554
1090	1090	đường lối mắt	1264
1091	1091	sân trăng	2523
1092	1092	đất_trời phố nắng	2138
1093	1093	hương xuân	495
1094	1094	chim vàng lá	1327
1095	1095	lúa thuyền bến diều	1151
1096	1096	hương sắc trăng vầng miền	622
1097	1097	lúa hương	800
1098	1098	hoa xuân đời lá	462
1099	1099	hoa hồn	1537
1100	1100	sương nắng	2454
1101	1101	màu dòng	2097
1102	1102	cánh cõi bến	1360
1103	1103	hương chiều nắng	1442
1104	1104	hè chùa quê mùa làng phố	223
1105	1105	hương nắng	409
1106	1106	phượng dáng lá chiều tiếng mắt	1122
1107	1107	lúa hương hạt trăng quê nắng mắt	269
1108	1108	đò làng quê_hương	946
1109	1109	trăng đêm bóng quê	1318
1110	1110	hương gió xuân núi miền	2096
1111	1111	hương hoa quê	1702
1112	1112	biển đường	2445
1113	1113	mắt duyên xuân	2120
1114	1114	hoa gió màu tóc	580
1115	1115	xuân chùa đông chiều lá dòng nắng	1750
1116	1116	vương thơ	1920
1117	1117	thuyền bến	934
1118	1118	đời dòng	565
1119	1119	màu đời trăng bóng chiều	173
1120	1120	hoa nắng	1291
1121	1121	hè trưa nắng	1039
1122	1122	cò nắng lúa	208
1123	1123	gió xuân màu	1267
1124	1124	vương nắng	2350
1125	1125	mùa mưa	833
1126	1126	bóng chiều nắng	522
1127	1127	vàng lá	2534
1128	1128	dòng mắt	1719
1129	1129	cõi mây bến biển	2437
1130	1130	sắc phượng hè áo trưa	713
1131	1131	bờ tre tiếng	1191
1132	1132	gió dáng trăng mưa mắt	768
1133	1133	bờ tre	1422
1134	1134	hương sắc	2232
1135	1135	đê sông dòng	1133
1136	1136	gió xuân mùa	2180
1137	1137	hương hoa	1702
1138	1138	hương rừng	2146
1139	1139	hương quê tiếng dòng	2076
1140	1140	vàng nắng	124
1141	1141	hương vườn quê	2548
1142	1142	chiều đêm biển sóng	1758
1143	1143	lối núi đông mưa	2409
1144	1144	đê núi chân quê bóng trưa nắng	597
1145	1145	biển mắt	1583
1146	1146	lưng đêm mưa tiếng trầu	1041
1147	1147	núi đêm	670
1148	1148	mưa tiếng phố	581
1149	1149	mùa hoa	517
1150	1150	bến làng sóng	626
1151	1151	hoa xuân làng	1606
1152	1152	sông trăng đêm vầng	482
1153	1153	đời đường chiều tiếng	125
1154	1154	hồng hoa gió phượng mây	404
1155	1155	lá mùa	55
1156	1156	thềm hương mây sương lá	306
1157	1157	tóc lối cỏ nắng	2059
1158	1158	tiếng mưa	2296
1159	1159	mây sương trăng vàng lá	556
1160	1160	cánh vàng	2571
1161	1161	hồng hoa	1368
1162	1162	chân quê vàng	728
1163	1163	hoa cánh xuân màu chiều	1929
1164	1164	đê bờ chùa tiếng cỏ	1914
1165	1165	sông trăng đêm	2540
1166	1166	hương cánh gió diều	308
1167	1167	cánh trầu	569
1168	1168	tóc trưa mưa nắng mắt	1891
1169	1169	hoa cánh mưa	914
1170	1170	cánh chim đêm	637
1171	1171	hồng sông	1243
1172	1172	đời miền	2579
1173	1173	hồng thuyền đời	1109
1174	1174	cánh mây chim bến	384
1175	1175	lối biển đường mưa	254
1176	1176	cánh cõi vườn đời cò đất_trời	2421
1177	1177	mái bờ quê tre tiếng trưa	1167
1178	1178	biển xuân	1139
1179	1179	lối làng vàng	745
1180	1180	hạt bến duyên bóng chiều	1284
1181	1181	sông bến đò	867
1182	1182	cánh đời chiều	1103
1183	1183	thềm hoa cánh đêm	1919
1184	1184	vườn quê làng	1627
1185	1185	mưa chiều	407
1186	1186	lúa chùa làng vàng	234
1187	1187	bờ gió bến	2100
1188	1188	thềm xuân chim	868
1189	1189	đời quê	772
1190	1190	hồng hương lúa nắng	442
1191	1191	chim trăng thơ tiếng nắng	2228
1192	1192	sông tiếng vàng dòng	563
1193	1193	rừng gió chiều tiếng	1789
1194	1194	cánh xuân mùa vàng	1385
1195	1195	hoa làng	465
1196	1196	hương sông dòng	557
1197	1197	quê mái	2271
1198	1198	đê lối sông đông	100
1199	1199	đường hoàng_hôn chiều phố nắng	2310
1200	1200	hương sắc	2232
1201	1201	sông đời đêm quê dòng	1598
1202	1202	hương gió lá hồn	1140
1203	1203	lá mắt	2481
1204	1204	hoa gió cỏ hồn	985
1205	1205	vàng mây trăng	193
1206	1206	mái đông chiều	2022
1207	1207	sân mùa	827
1208	1208	áo hè đường bóng	658
1209	1209	tóc gió	970
1210	1210	hoa trăng	2508
1211	1211	vườn mùa tiếng vàng lá	2014
1212	1212	mây trăng quê sóng vầng vai	628
1213	1213	sông làng	1633
1214	1214	sương chiều nắng	2454
1215	1215	quê miền	2199
1216	1216	cát bờ chiều sóng	2238
1217	1217	hoa hương tóc lối mùa	1118
1218	1218	sông hoàng_hôn quê nắng	764
1219	1219	lưng đời chiều tiếng	2401
1220	1220	hè sông chân quê	688
1221	1221	vạt đê lối đông	100
1222	1222	xuân chân bóng chiều trầu	1635
1223	1223	sông ruộng làng chiều	1028
1224	1224	đời hoàng_hôn	271
1225	1225	quê xuân	222
1226	1226	thềm gió sông tiếng đêm	2343
1227	1227	cát trăng	1544
1228	1228	vườn áo mưa	2498
1229	1229	quê mưa	1177
1230	1230	mây tiếng	1614
1231	1231	bờ bến đêm	2465
1232	1232	chiều gió	1231
1233	1233	tóc bờ chùa mùa tre	638
1234	1234	thuyền sông bến bóng	19
1235	1235	hương hoa đất_trời	2004
1236	1236	dáng trăng mưa mắt	768
1237	1237	áo chiều	369
1238	1238	sông bóng mùa tre lá nắng	2072
1239	1239	mây sông mưa nắng	1305
1240	1240	đường làng nắng	1926
1241	1241	hồng hoa	1368
1242	1242	đời đêm miền	1339
1243	1243	xuân đêm phố	2102
1244	1244	lúa đường làng nắng	699
1245	1245	đê bờ chân hoàng_hôn quê bóng	1349
1246	1246	mây đời trăng quê sóng vầng vai	628
1247	1247	gió mưa	268
1248	1248	bờ tre	1422
1249	1249	quê mưa	1177
1250	1250	vạt gió chiều nắng	2408
1251	1251	lúa đê sóng	1454
1252	1252	vai đời	1557
1253	1253	đêm biển	2436
1254	1254	rừng hoa	2251
1255	1255	vàng nắng	423
1256	1256	hoa chiều	881
1257	1257	thềm cánh trăng đêm vầng	577
1258	1258	cánh quê làng	61
1259	1259	hương hoa hồn	1918
1260	1260	hoa tóc đêm mùa	2517
1261	1261	lúa mùa cánh	1271
1262	1262	hương hè sương bóng vàng	2048
1263	1263	gió cát mây chân nắng	2
1264	1264	lúa hè cò quê trưa hồn	982
1265	1265	lúa vườn sân tiếng vàng	1529
1266	1266	bóng mắt	2522
1267	1267	tiếng nắng mắt	37
1268	1268	bờ bến sông	2100
1269	1269	đêm mưa	2366
1270	1270	cánh sắc	571
1271	1271	sông bến	1484
1272	1272	sông mái	337
1273	1273	tóc sân	317
1274	1274	gió thuyền sông chân trăng	1867
1275	1275	hương sông phố mắt	1237
1276	1276	trăng nắng	1913
1277	1277	chùa mùa	107
1278	1278	cau trầu	2581
1279	1279	thuyền trăng thơ	2378
1280	1280	rừng mây núi	2478
1281	1281	lúa mùa mưa vàng	1018
1282	1282	hoa vườn đất_trời vương	1640
1283	1283	mây bờ bóng	1839
1284	1284	vạt bóng	415
1285	1285	xuân dáng vai	2417
1286	1286	thềm cánh vườn đêm trăng vầng	577
1287	1287	diều bờ môi	2490
1288	1288	mái chân	2142
1289	1289	sông gió sóng	277
1290	1290	gió mây sương	1273
1291	1291	mùa mưa lá trầu	287
1292	1292	hương hồn tóc bóng vương nắng	432
1293	1293	sân bờ	2531
1294	1294	hồng thơ vàng	1651
1295	1295	sông dòng	1517
1296	1296	hương vườn dáng quê cỏ lá	930
1297	1297	thuyền sông bến bóng	19
1298	1298	hoa bến	243
1299	1299	chân quê mưa nắng	715
1300	1300	lúa quê_hương	974
1301	1301	đêm biển sóng	754
1302	1302	lúa mùa mắt	1248
1303	1303	gió lá hồn	1140
1304	1304	màu mùa cỏ	779
1305	1305	đêm tiếng phố	581
1306	1306	gió bến mưa	112
1307	1307	lá trầu mắt	2265
